Municipio,Año,TempMax °C,TempMed °C
Tenza,2007,39.39,"27,73"
Tenza,2008,36.59,"27,73"
Tenza,2009,36.05,"28,19"
Tenza,2010,36.79,"28,75"
Tenza,2011,35.03,"26,72"
Tenza,2012,32.75,"27,12"
Tenza,2013,35.89,"27,20"
Tenza,2014,35.31,"28,77"
Tenza,2015,38.59,"28,15"
Tenza,2016,37.83,"27,41"
Tenza,2017,33.89,"26,91"
Tenza,2018,34.17,"27,05"
Tenza,2019,37.71,"28,23"
Tenza,2020,37.33,"28,19"
Tenza,2021,34.11,"28,78"
Tibaná,2001,39.31,"27,35"
Tibaná,2002,36.33,"27,07"
Tibaná,2003,38.33,"27,75"
Tibaná,2004,38.33,"27,37"
Tibaná,2005,37.83,"26,46"
Tibaná,2006,36.01,"27,87"
Tibaná,2007,39.77,"26,82"
Tibaná,2008,35.27,"26,05"
Tibaná,2009,34.87,"26,55"
Tibaná,2010,36.09,"27,49"
Tibaná,2011,33.39,"25,09"
Tibaná,2012,31.99,"25,75"
Tibaná,2013,34.21,"25,88"
Tibaná,2014,35.61,"26,37"
Tibaná,2015,37.83,"26,19"
Tibaná,2016,39.59,"26,53"
Tibaná,2017,35.51,"25,85"
Tibaná,2018,35.27,"27,64"
Tibaná,2019,36.81,"26,33"
Tibaná,2020,37.55,"27,29"
Tibaná,2021,34.29,"28,17"
Tibasosa,2001,42.15,"30,37"
Tibasosa,2002,40.57,"31,29"
Tibasosa,2003,43.03,"28,34"
Tibasosa,2004,43.03,"28,39"
Tibasosa,2005,37.83,"28,16"
Tibasosa,2006,35.97,"26,50"
Tibasosa,2007,37.31,"28,19"
Tibasosa,2008,36.73,"27,10"
Tibasosa,2009,38.23,"27,60"
Tibasosa,2010,40.45,"27,82"
Tibasosa,2011,34.35,"25,44"
Tibasosa,2012,35.79,"27,72"
Tibasosa,2013,39.01,"28,07"
Tibasosa,2014,38.59,"28,21"
Tibasosa,2015,40.27,"29,77"
Tibasosa,2016,44.59,"28,39"
Tibasosa,2017,35.77,"24,49"
Tibasosa,2018,36.81,"25,81"
Tibasosa,2019,35.37,"27,87"
Tibasosa,2020,37.57,"28,55"
Tibasosa,2021,36.43,"28,21"
Tinjacá,2001,41.01,"31,05"
Tinjacá,2002,41.81,"31,32"
Tinjacá,2003,39.39,"30,01"
Tinjacá,2004,39.39,"29,48"
Tinjacá,2005,38.69,"29,27"
Tinjacá,2006,38.99,"28,69"
Tinjacá,2007,37.29,"29,26"
Tinjacá,2008,36.09,"26,59"
Tinjacá,2009,37.51,"28,63"
Tinjacá,2010,36.83,"28,57"
Tinjacá,2011,35.89,"26,56"
Tinjacá,2012,38.11,"29,31"
Tinjacá,2013,38.23,"28,67"
Tinjacá,2014,40.59,"29,95"
Tinjacá,2015,40.15,"31,06"
Tinjacá,2016,42.07,"30,09"
Tinjacá,2017,35.99,"27,97"
Tinjacá,2018,36.99,"26,78"
Tinjacá,2019,36.87,"29,20"
Tinjacá,2020,36.63,"28,90"
Tinjacá,2021,34.69,"28,37"
Tipacoque,2001,45.05,"35,09"
Tipacoque,2002,45.47,"35,48"
Tipacoque,2003,44.69,"32,19"
Tipacoque,2004,44.69,"32,65"
Tipacoque,2005,44.69,"32,52"
Tipacoque,2006,43.49,"32,46"
Tipacoque,2007,42.67,"32,25"
Tipacoque,2008,44.19,"32,23"
Tipacoque,2009,43.41,"33,73"
Tipacoque,2010,45.33,"31,25"
Tipacoque,2011,39.83,"29,86"
Tipacoque,2012,41.39,"32,35"
Tipacoque,2013,45.45,"32,54"
Tipacoque,2014,42.51,"32,73"
Tipacoque,2015,44.41,"34,77"
Tipacoque,2016,45.23,"34,02"
Tipacoque,2017,41.11,"31,63"
Tipacoque,2018,42.19,"27,78"
Tipacoque,2019,42.55,"32,21"
Tipacoque,2020,44.25,"33,80"
Tipacoque,2021,41.57,"33,25"
Toca,2001,44.39,"32,20"
Toca,2002,44.01,"30,31"
Toca,2003,42.05,"28,06"
Toca,2004,42.05,"27,24"
Toca,2005,39.83,"27,62"
Toca,2006,38.41,"26,87"
Toca,2007,40.85,"27,44"
Toca,2008,39.03,"25,83"
Toca,2009,38.15,"27,26"
Toca,2010,41.71,"29,95"
Toca,2011,33.09,"23,52"
Toca,2012,36.31,"26,79"
Toca,2013,38.91,"28,68"
Toca,2014,42.13,"30,11"
Toca,2015,43.25,"32,34"
Toca,2016,44.21,"28,94"
Toca,2017,38.07,"26,51"
Toca,2018,40.51,"31,67"
Toca,2019,41.03,"28,56"
Toca,2020,41.85,"30,02"
Toca,2021,37.47,"30,74"
Togüí,2001,33.31,"27,19"
Togüí,2002,33.55,"27,27"
Togüí,2003,34.55,"27,35"
Togüí,2004,34.55,"26,95"
Togüí,2005,36.03,"26,67"
Togüí,2006,33.29,"26,64"
Togüí,2007,32.57,"26,68"
Togüí,2008,31.47,"25,98"
Togüí,2009,31.95,"26,58"
Togüí,2010,33.53,"26,53"
Togüí,2011,31.35,"26,26"
Togüí,2012,32.91,"26,65"
Togüí,2013,33.71,"27,13"
Togüí,2014,34.61,"27,04"
Togüí,2015,35.45,"27,27"
Togüí,2016,35.57,"26,96"
Togüí,2017,31.33,"26,44"
Togüí,2018,34.59,"26,57"
Togüí,2019,31.85,"26,46"
Togüí,2020,35.75,"26,72"
Togüí,2021,31.33,"27,29"
Tópaga,2001,41.25,"29,96"
Tópaga,2002,40.25,"29,32"
Tópaga,2003,39.13,"27,95"
Tópaga,2004,39.13,"26,75"
Tópaga,2005,36.83,"26,89"
Tópaga,2006,35.15,"25,36"
Tópaga,2007,36.27,"28,03"
Tópaga,2008,36.45,"26,29"
Tópaga,2009,35.61,"26,52"
Tópaga,2010,35.89,"25,82"
Tópaga,2011,32.05,"23,67"
Tópaga,2012,34.15,"25,61"
Tópaga,2013,36.47,"27,28"
Tópaga,2014,38.41,"28,27"
Tópaga,2015,39.11,"28,95"
Tópaga,2016,39.43,"28,01"
Tópaga,2017,34.19,"25,86"
Tópaga,2018,35.53,"28,67"
Tópaga,2019,35.57,"27,07"
Tópaga,2020,36.37,"27,54"
Tópaga,2021,36.03,"28,53"
Tota,2001,41.87,"29,83"
Tota,2002,43.13,"29,80"
Tota,2003,41.43,"27,90"
Tota,2004,41.43,"26,97"
Tota,2005,40.43,"27,63"
Tota,2006,38.67,"25,49"
Tota,2007,38.95,"27,29"
Tota,2008,37.45,"26,22"
Tota,2009,38.17,"26,61"
Tota,2010,40.35,"28,66"
Tota,2011,35.19,"23,56"
Tota,2012,34.49,"26,17"
Tota,2013,36.79,"27,03"
Tota,2014,38.03,"27,86"
Tota,2015,39.29,"27,79"
Tota,2016,41.97,"27,69"
Tota,2017,36.25,"25,30"
Tota,2018,36.11,"26,79"
Tota,2019,37.87,"27,13"
Tota,2020,40.91,"26,92"
Tota,2021,35.13,"28,75"
Tunja,2001,41.37,"30,79"
Tunja,2002,43.01,"29,97"
Tunja,2003,40.03,"28,34"
Tunja,2004,40.03,"27,91"
Tunja,2005,40.33,"29,07"
Tunja,2006,36.05,"26,88"
Tunja,2007,40.63,"27,92"
Tunja,2008,38.97,"27,94"
Tunja,2009,38.91,"28,67"
Tunja,2010,41.39,"29,60"
Tunja,2011,36.11,"25,07"
Tunja,2012,37.69,"27,61"
Tunja,2013,40.77,"29,79"
Tunja,2014,40.67,"29,91"
Tunja,2015,41.35,"30,98"
Tunja,2016,46.47,"30,17"
Tunja,2017,39.57,"27,72"
Tunja,2018,40.29,"27,87"
Tunja,2019,39.73,"29,67"
Tunja,2020,40.25,"31,26"
Tunja,2021,38.13,"30,23"
Tununguá,2001,32.65,"27,21"
Tununguá,2002,34.05,"27,20"
Tununguá,2003,34.77,"26,94"
Tununguá,2004,34.77,"26,85"
Tununguá,2005,32.71,"26,56"
Tununguá,2006,32.17,"27,20"
Tununguá,2007,30.51,"27,04"
Tununguá,2008,29.09,"25,78"
Tununguá,2009,32.49,"27,01"
Tununguá,2010,31.99,"27,29"
Tununguá,2011,30.69,"26,61"
Tununguá,2012,33.05,"26,90"
Tununguá,2013,35.01,"27,45"
Tununguá,2014,32.65,"26,87"
Tununguá,2015,33.71,"27,68"
Tununguá,2016,33.25,"27,69"
Tununguá,2017,30.63,"26,44"
Tununguá,2018,32.93,"26,37"
Tununguá,2019,33.95,"27,35"
Tununguá,2020,33.59,"26,95"
Tununguá,2021,31.39,"27,13"
Turmequé,2001,37.85,"29,51"
Turmequé,2002,40.13,"29,83"
Turmequé,2003,38.17,"27,81"
Turmequé,2004,38.17,"27,77"
Turmequé,2005,39.53,"28,49"
Turmequé,2006,37.55,"27,75"
Turmequé,2007,38.11,"28,31"
Turmequé,2008,36.19,"26,47"
Turmequé,2009,36.05,"26,78"
Turmequé,2010,38.45,"28,10"
Turmequé,2011,36.81,"25,32"
Turmequé,2012,33.81,"26,97"
Turmequé,2013,36.89,"26,32"
Turmequé,2014,36.11,"26,83"
Turmequé,2015,35.79,"27,39"
Turmequé,2016,41.15,"27,61"
Turmequé,2017,35.97,"26,60"
Turmequé,2018,34.39,"25,00"
Turmequé,2019,36.15,"27,37"
Turmequé,2020,37.77,"28,55"
Turmequé,2021,37.97,"28,83"
Tuta,2001,43.35,"33,08"
Tuta,2002,43.85,"31,21"
Tuta,2003,43.67,"28,44"
Tuta,2004,43.67,"29,04"
Tuta,2005,40.11,"28,03"
Tuta,2006,39.93,"26,88"
Tuta,2007,42.05,"27,73"
Tuta,2008,39.25,"26,20"
Tuta,2009,39.23,"27,69"
Tuta,2010,41.43,"29,39"
Tuta,2011,33.23,"24,06"
Tuta,2012,37.65,"27,24"
Tuta,2013,41.29,"29,18"
Tuta,2014,42.51,"30,03"
Tuta,2015,43.21,"33,05"
Tuta,2016,47.19,"28,94"
Tuta,2017,37.47,"26,05"
Tuta,2018,42.35,"26,60"
Tuta,2019,41.63,"29,36"
Tuta,2020,41.87,"29,40"
Tuta,2021,38.33,"30,78"
Tutazá,2001,37.39,"26,74"
Tutazá,2002,42.13,"26,77"
Tutazá,2003,39.71,"26,10"
Tutazá,2004,39.71,"26,01"
Tutazá,2005,37.01,"25,70"
Tutazá,2006,37.23,"24,83"
Tutazá,2007,35.97,"25,28"
Tutazá,2008,33.69,"24,69"
Tutazá,2009,35.03,"25,33"
Tutazá,2010,36.99,"26,37"
Tutazá,2011,33.63,"22,55"
Tutazá,2012,32.63,"24,69"
Tutazá,2013,34.01,"25,37"
Tutazá,2014,35.09,"24,53"
Tutazá,2015,37.27,"26,11"
Tutazá,2016,39.99,"27,24"
Tutazá,2017,32.79,"24,73"
Tutazá,2018,32.11,"24,67"
Tutazá,2019,33.49,"23,75"
Tutazá,2020,38.11,"25,46"
Tutazá,2021,32.71,"25,91"
Úmbita,2001,37.37,"27,03"
Úmbita,2002,36.21,"26,81"
Úmbita,2003,38.91,"26,87"
Úmbita,2004,38.91,"27,11"
Úmbita,2005,37.23,"26,52"
Úmbita,2006,34.23,"26,57"
Úmbita,2007,37.59,"26,60"
Úmbita,2008,34.29,"26,63"
Úmbita,2009,32.93,"25,89"
Úmbita,2010,35.09,"26,61"
Úmbita,2011,33.83,"24,89"
Úmbita,2012,31.51,"25,10"
Úmbita,2013,34.61,"25,59"
Úmbita,2014,34.37,"26,73"
Úmbita,2015,35.37,"26,27"
Úmbita,2016,37.97,"26,30"
Úmbita,2017,34.41,"25,29"
Úmbita,2018,32.91,"24,76"
Úmbita,2019,36.45,"25,99"
Úmbita,2020,35.69,"26,75"
Úmbita,2021,32.87,"26,88"
Ventaquemada,2001,37.85,"27,29"
Ventaquemada,2002,38.29,"27,43"
Ventaquemada,2003,36.69,"26,52"
Ventaquemada,2004,36.69,"26,11"
Ventaquemada,2005,37.43,"25,97"
Ventaquemada,2006,33.99,"24,83"
Ventaquemada,2007,36.85,"25,62"
Ventaquemada,2008,35.33,"24,04"
Ventaquemada,2009,32.47,"24,71"
Ventaquemada,2010,40.51,"28,10"
Ventaquemada,2011,33.07,"22,74"
Ventaquemada,2012,31.07,"24,11"
Ventaquemada,2013,35.25,"24,96"
Ventaquemada,2014,35.89,"25,85"
Ventaquemada,2015,34.75,"25,07"
Ventaquemada,2016,41.87,"26,65"
Ventaquemada,2017,33.99,"24,22"
Ventaquemada,2018,31.79,"23,79"
Ventaquemada,2019,34.65,"24,81"
Ventaquemada,2020,35.41,"26,14"
Ventaquemada,2021,33.85,"27,76"
Villa de Leyva,2001,40.41,"31,37"
Villa de Leyva,2002,42.21,"32,55"
Villa de Leyva,2003,40.35,"30,70"
Villa de Leyva,2004,40.35,"29,69"
Villa de Leyva,2005,38.13,"29,46"
Villa de Leyva,2006,40.15,"29,36"
Villa de Leyva,2007,36.23,"29,37"
Villa de Leyva,2008,38.59,"28,72"
Villa de Leyva,2009,39.51,"30,12"
Villa de Leyva,2010,37.49,"29,15"
Villa de Leyva,2011,37.75,"27,38"
Villa de Leyva,2012,39.37,"29,01"
Villa de Leyva,2013,41.37,"29,66"
Villa de Leyva,2014,40.71,"30,03"
Villa de Leyva,2015,41.35,"30,49"
Villa de Leyva,2016,42.45,"31,08"
Villa de Leyva,2017,36.99,"28,11"
Villa de Leyva,2018,37.63,"29,03"
Villa de Leyva,2019,37.89,"29,75"
Villa de Leyva,2020,38.73,"29,83"
Villa de Leyva,2021,35.73,"29,71"
Viracachá,2001,36.09,"26,23"
Viracachá,2002,37.75,"25,31"
Viracachá,2003,38.11,"25,51"
Viracachá,2004,38.11,"25,54"
Viracachá,2005,38.01,"24,93"
Viracachá,2006,32.71,"24,68"
Viracachá,2007,38.09,"25,25"
Viracachá,2008,34.45,"24,41"
Viracachá,2009,34.95,"23,85"
Viracachá,2010,37.35,"26,36"
Viracachá,2011,33.13,"22,34"
Viracachá,2012,31.73,"23,97"
Viracachá,2013,36.33,"24,56"
Viracachá,2014,36.93,"25,01"
Viracachá,2015,34.85,"25,58"
Viracachá,2016,40.89,"25,46"
Viracachá,2017,32.45,"23,86"
Viracachá,2018,37.15,"23,60"
Viracachá,2019,35.91,"24,29"
Viracachá,2020,35.55,"25,37"
Viracachá,2021,31.21,"24,81"
Zetaquira,2001,36.37,"27,25"
Zetaquira,2002,34.29,"27,17"
Zetaquira,2003,33.51,"27,45"
Zetaquira,2004,33.51,"27,08"
Zetaquira,2005,34.63,"26,05"
Zetaquira,2006,32.95,"26,77"
Zetaquira,2007,35.53,"27,14"
Zetaquira,2008,32.57,"26,60"
Zetaquira,2009,31.61,"27,48"
Zetaquira,2010,36.07,"28,48"
Zetaquira,2011,31.85,"26,21"
Zetaquira,2012,32.23,"26,37"
Zetaquira,2013,33.65,"26,26"
Zetaquira,2014,32.53,"27,13"
Zetaquira,2015,35.65,"27,55"
Zetaquira,2016,36.19,"26,63"
Zetaquira,2017,30.51,"26,37"
Zetaquira,2018,33.17,"26,53"
Zetaquira,2019,36.37,"27,37"
Zetaquira,2020,36.45,"27,67"
Zetaquira,2021,31.79,"27,85"
